session_id,user_id,profile,total_event_count,click_count,page_view_count,search_count,add_to_cart_count,purchase_count,session_duration_sec,avg_price,click_rate,cart_rate,actual_label,finalize_reason,processed_at
f842070e-c489-4fc6-b3bb-b5734dacf0ee,15,browser,4,2,2,0,0,0,90.0,1428.7624999999998,0.5,0.0,0,idle_timeout,2026-05-12T19:43:26.078250
bfd56601-070d-4bf8-ae79-2523d563d054,52,browser,3,1,2,0,0,0,139.0,2525.0,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:43:28.082614
615f0fcc-0dcb-4537-992b-21e2b930701d,22,buyer,5,1,2,1,0,1,158.0,2729.906,0.2,0.0,1,purchase_event,2026-05-12T19:43:29.084288
6a44df41-2978-47f8-a586-a131d0ca49df,13,interested,7,5,2,0,0,0,298.0,2309.827142857143,0.7142857142857143,0.0,0,idle_timeout,2026-05-12T19:43:30.099194
de5f6e4a-711a-4ecf-8837-defd80f24bde,73,buyer,6,1,1,0,3,1,240.0,3426.286666666667,0.16666666666666666,0.5,1,purchase_event,2026-05-12T19:43:33.094239
afd82e45-f3fd-4d64-b59f-9e08ace3f1c8,62,interested,7,2,3,0,2,0,392.0,1692.8942857142858,0.2857142857142857,0.2857142857142857,0,idle_timeout,2026-05-12T19:43:34.102828
06579022-d54a-41bb-9483-ea3d1d2dbb98,58,browser,5,2,2,1,0,0,136.0,3540.304,0.4,0.0,0,idle_timeout,2026-05-12T19:43:38.102596
4f9f1535-06a8-478e-8068-5ea5943b3e20,45,interested,4,0,1,0,3,0,179.0,3086.385,0.0,0.75,0,idle_timeout,2026-05-12T19:43:40.115135
16867560-296b-40e9-8fcc-3604d08c6aae,95,browser,6,2,3,1,0,0,214.0,2940.795,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:43:42.117473
bbb34896-9340-4803-93ac-2f095b60ce7a,88,buyer,5,1,1,0,2,1,192.0,3271.748,0.2,0.4,1,purchase_event,2026-05-12T19:43:43.118762
effd6f09-570a-4c2f-b423-25d26fa5e818,2,browser,4,1,1,2,0,0,183.0,1013.9575,0.25,0.0,0,idle_timeout,2026-05-12T19:43:44.126868
682b1306-9418-4448-be4a-c09585e23a68,99,browser,3,2,1,0,0,0,127.0,974.9133333333333,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:43:48.141323
aaf2e0e7-650e-4456-8601-bbdf2f04fde5,27,interested,7,3,0,2,2,0,374.0,2722.9871428571428,0.42857142857142855,0.2857142857142857,0,idle_timeout,2026-05-12T19:43:50.144982
c79ce541-7dc7-4d07-a1ca-1755ccc4c1ac,74,interested,4,3,1,0,0,0,151.0,1226.4925,0.75,0.0,0,idle_timeout,2026-05-12T19:43:52.145317
d8e21db2-581d-43eb-b1ee-f2ac21b9ed93,7,browser,4,2,2,0,0,0,231.0,3898.7650000000003,0.5,0.0,0,idle_timeout,2026-05-12T19:43:54.143469
e74fd5aa-ff96-4811-b15c-175a65504020,73,interested,7,3,2,2,0,0,283.0,1899.9585714285713,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:43:56.148290
aba1cc46-acc9-4c1f-bfb1-93718f9a5f69,90,buyer,8,2,2,0,3,1,410.0,2359.8325,0.25,0.375,1,purchase_event,2026-05-12T19:43:57.156750
d7b4a359-40ec-4bc4-a861-2e7c6afd3a19,70,browser,4,3,1,0,0,0,192.0,1388.3225,0.75,0.0,0,idle_timeout,2026-05-12T19:43:58.167772
f0fa1a08-137c-4f5c-ace7-f00ddf57c86b,60,interested,4,0,3,1,0,0,186.0,3435.9775,0.0,0.0,0,idle_timeout,2026-05-12T19:44:02.172623
c6b8ab6b-e8de-4e5e-bd37-21715dc0dfd6,48,browser,5,1,3,1,0,0,191.0,1918.8440000000003,0.2,0.0,0,idle_timeout,2026-05-12T19:44:04.177522
15f060d7-25ab-4a5b-b0ce-d84356baf28b,44,browser,5,2,2,1,0,0,240.0,3069.6279999999997,0.4,0.0,0,idle_timeout,2026-05-12T19:44:06.182328
9e25abc8-38d7-4857-ab13-9375712d25e3,66,browser,5,2,2,1,0,0,163.0,1736.066,0.4,0.0,0,idle_timeout,2026-05-12T19:44:08.185585
7885d107-b1cd-48e2-8e05-9c5550b06f97,8,browser,3,0,3,0,0,0,124.0,3815.866666666667,0.0,0.0,0,idle_timeout,2026-05-12T19:44:10.185312
43a8099f-69bc-48a9-b250-354f141c6c9e,39,buyer,8,2,2,1,2,1,374.0,2447.49375,0.25,0.25,1,purchase_event,2026-05-12T19:44:11.193345
5f9ee702-7ec2-48aa-bc03-f88aeaf3efd8,69,browser,6,2,4,0,0,0,118.0,2901.5849999999996,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:44:12.198087
1dafabc7-02a9-4a79-b5bb-b451b97516d4,96,interested,6,3,1,1,1,0,266.0,3234.135,0.5,0.16666666666666666,0,idle_timeout,2026-05-12T19:44:16.209502
cf894436-32dd-45c4-a3d0-5fbae4a21753,85,browser,5,1,3,1,0,0,241.0,1699.0900000000001,0.2,0.0,0,idle_timeout,2026-05-12T19:44:18.206682
c5c5dda2-0f09-4969-8c15-e93efcc356a4,12,browser,3,1,1,1,0,0,120.0,4555.423333333333,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:44:20.215597
cb6c83ac-3c07-4763-a88e-278eed02d577,66,interested,4,2,1,1,0,0,168.0,3462.2175,0.5,0.0,0,idle_timeout,2026-05-12T19:44:22.220499
42741b50-11e3-40ea-a60d-28a414122c98,38,browser,4,1,2,1,0,0,214.0,2740.9325,0.25,0.0,0,idle_timeout,2026-05-12T19:44:24.219771
00bfacb1-cfbf-4297-9610-ca7e30f0fb19,75,buyer,6,0,3,0,2,1,239.0,2768.2666666666664,0.0,0.3333333333333333,1,purchase_event,2026-05-12T19:44:25.224208
15af72a4-0b97-4be6-ba57-ac36dd7d7941,51,browser,5,2,2,1,0,0,296.0,1845.5940000000003,0.4,0.0,0,idle_timeout,2026-05-12T19:44:26.234311
eb78221e-fec1-416c-9912-311b519f9f9f,60,interested,6,3,0,1,2,0,259.0,2429.965,0.5,0.3333333333333333,0,idle_timeout,2026-05-12T19:44:30.229197
0cfc94dc-4fa0-4b3f-b00c-ba87fa0ea77f,55,buyer,7,2,2,0,2,1,301.0,2365.815714285715,0.2857142857142857,0.2857142857142857,1,purchase_event,2026-05-12T19:44:31.237462
27526f22-c021-46aa-9915-7f3a33800893,23,browser,3,2,1,0,0,0,83.0,1984.57,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:44:32.242847
0cf9058c-3102-4ca5-a50a-d3f8f8937f5b,21,interested,5,0,1,2,2,0,245.0,2470.722,0.0,0.4,0,idle_timeout,2026-05-12T19:44:36.249580
2bc8d37d-20f1-4895-9925-fced31178340,55,browser,4,1,2,1,0,0,197.0,3590.0099999999998,0.25,0.0,0,idle_timeout,2026-05-12T19:44:38.263644
82ce2a4c-0ff3-4c79-8bf9-173cc11b2561,78,browser,7,2,3,2,0,0,232.0,2215.2485714285713,0.2857142857142857,0.0,0,idle_timeout,2026-05-12T19:44:40.261718
805f481f-8494-449d-8336-ad111746e140,17,browser,4,1,2,1,0,0,118.0,2125.75,0.25,0.0,0,idle_timeout,2026-05-12T19:44:42.268449
be945976-6544-45a7-bd31-2cd2d6f71401,24,browser,6,0,3,3,0,0,246.0,2031.2933333333333,0.0,0.0,0,idle_timeout,2026-05-12T19:44:45.261178
b10830f2-2ab5-45ff-bc53-35a30090fdec,69,buyer,8,3,0,0,4,1,288.0,2392.4849999999997,0.375,0.5,1,purchase_event,2026-05-12T19:44:45.274344
1d414982-c29a-4b65-be7c-89c663c69664,94,interested,4,2,1,0,1,0,118.0,2783.4125,0.5,0.25,0,idle_timeout,2026-05-12T19:44:46.280706
29214e23-0754-48bd-bd64-db2dec556c2d,61,browser,5,1,4,0,0,0,232.0,3864.542,0.2,0.0,0,idle_timeout,2026-05-12T19:44:50.289350
9f97aa62-9dde-4916-b0d2-aa73a72ab798,21,browser,7,3,4,0,0,0,253.0,2667.1614285714286,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:44:52.297737
c6712ba9-1b08-42ed-b0eb-37398b34414a,74,browser,4,0,4,0,0,0,186.0,1261.3449999999998,0.0,0.0,0,idle_timeout,2026-05-12T19:44:54.295001
628a98de-b314-41dc-8e31-9dcfd6307245,43,browser,3,1,2,0,0,0,28.0,2631.15,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:44:56.303206
e60c69a9-10f5-46c9-9c0f-e6d2fe02b25b,96,browser,3,2,1,0,0,0,172.0,1929.243333333333,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:44:58.308462
0eb695d7-9629-4546-bbbb-feb9a920cbf6,92,interested,5,2,1,0,2,0,161.0,3186.87,0.4,0.4,0,idle_timeout,2026-05-12T19:45:00.315381
640f56bb-7348-4abc-8d3c-d24020c1a1d9,63,browser,4,3,1,0,0,0,174.0,2699.175,0.75,0.0,0,idle_timeout,2026-05-12T19:45:02.312503
a5a4afda-f35e-49aa-918e-b26e2856c02f,59,browser,4,0,4,0,0,0,96.0,1249.9875,0.0,0.0,0,idle_timeout,2026-05-12T19:45:04.324241
f2ddf8ba-5735-4074-802b-73395e5fb772,30,buyer,5,0,3,0,1,1,193.0,1819.5639999999999,0.0,0.2,1,purchase_event,2026-05-12T19:45:05.317420
eeede68b-558a-4a4a-899a-440fcb3afcba,46,browser,4,1,2,1,0,0,140.0,2708.72,0.25,0.0,0,idle_timeout,2026-05-12T19:45:06.327113
74b7581e-ea8b-4219-983e-7ca7f8a42332,24,buyer,6,2,0,0,3,1,298.0,2585.6733333333336,0.3333333333333333,0.5,1,purchase_event,2026-05-12T19:45:07.326732
65657bfd-be03-42b5-87cd-ae93832a7ab1,87,browser,7,3,2,2,0,0,250.0,3989.1985714285715,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:45:12.346025
fea1a7dc-d1d2-4610-a969-a7ca329d5b60,69,interested,4,0,3,1,0,0,113.0,1322.8875,0.0,0.0,0,idle_timeout,2026-05-12T19:45:14.349565
da15a6c4-6a97-4469-99ad-4f9a35bd3f85,19,interested,7,3,4,0,0,0,290.0,2437.2628571428572,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:45:16.366386
4fc1afb5-6398-47bb-9e97-90060ba601f2,10,interested,7,3,2,1,1,0,409.0,1828.8485714285714,0.42857142857142855,0.14285714285714285,0,idle_timeout,2026-05-12T19:45:18.362122
b849877f-641d-42bf-aa8a-3792269cc77a,9,buyer,7,0,1,2,3,1,254.0,2597.261428571429,0.0,0.42857142857142855,1,purchase_event,2026-05-12T19:45:19.362466
a2d43e21-256a-480c-9b8e-c3a7c820e5ef,47,browser,3,2,0,1,0,0,106.0,2239.9100000000003,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:20.377217
cc88922a-e2f4-424d-a4a1-8600e24f9acf,27,browser,6,1,5,0,0,0,219.0,2966.0783333333334,0.16666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:24.373065
d06fef0a-30da-456b-97c6-6878a9651427,44,buyer,5,2,1,0,1,1,190.0,2771.474,0.4,0.2,1,purchase_event,2026-05-12T19:45:25.373015
22d0fa52-c553-4f08-b2f2-b9df96099a17,31,browser,3,2,0,1,0,0,105.0,1250.7333333333333,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:26.388969
ab8357e9-e076-4925-9cab-81b0efa0623b,28,buyer,8,1,3,0,3,1,387.0,2935.0612499999997,0.125,0.375,1,purchase_event,2026-05-12T19:45:27.386625
8a921033-cd31-4ffd-b10a-1d9ca459f419,63,browser,6,4,2,0,0,0,259.0,2317.595,0.6666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:32.403983
f54b3342-47f3-42b6-a969-b03dcf954f97,20,browser,4,1,2,1,0,0,127.0,2870.24,0.25,0.0,0,idle_timeout,2026-05-12T19:45:34.405048
65a30359-f049-44d9-b0b4-fcb13ea2839d,17,browser,6,1,4,1,0,0,255.0,2114.661666666667,0.16666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:36.404866
3333434c-2f66-4f15-aee9-648c684847cd,22,browser,6,1,5,0,0,0,256.0,2258.935,0.16666666666666666,0.0,0,idle_timeout,2026-05-12T19:45:38.409229
7a8d2b24-6ba7-49f0-b371-454b542e9a05,55,buyer,8,2,2,1,2,1,348.0,2216.8825,0.25,0.25,1,purchase_event,2026-05-12T19:45:39.418965
e5f2c497-ab11-4249-83ad-d6c4cbceee3a,35,interested,4,1,2,1,0,0,134.0,1939.65,0.25,0.0,0,idle_timeout,2026-05-12T19:45:40.433252
9092aec3-1ec6-4cb4-8705-c310f939a8a3,92,buyer,7,1,0,1,4,1,339.0,2372.7799999999997,0.14285714285714285,0.5714285714285714,1,purchase_event,2026-05-12T19:45:43.429829
5d3bfd35-ae15-44df-859c-01b9bf7f1d93,25,browser,6,5,0,1,0,0,222.0,2563.3400000000006,0.8333333333333334,0.0,0,idle_timeout,2026-05-12T19:45:44.442990
2ed82a53-c2b5-42ac-a581-7ca8554071d8,7,browser,5,2,2,1,0,0,242.0,2170.386,0.4,0.0,0,idle_timeout,2026-05-12T19:45:48.448890
ca683c49-54bd-44f4-8ffa-03e360c1422a,23,browser,3,1,2,0,0,0,99.0,2197.6966666666667,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:45:50.449349
80f3838d-01cb-4420-9761-fe97af90818f,40,browser,7,3,2,2,0,0,378.0,2494.882857142857,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:45:52.445768
5291e395-7f2e-4127-af39-7de16d4b7632,41,browser,3,1,1,1,0,0,99.0,3018.94,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:45:54.466370
d3e16b3a-2cd6-4f08-8eab-42d623c096f5,35,buyer,5,1,2,1,0,1,322.0,1594.552,0.2,0.0,1,purchase_event,2026-05-12T19:45:55.456771
930f0b4a-8c12-4a8b-8eb2-5ca10b52911b,24,interested,7,1,0,1,5,0,300.0,2231.6071428571427,0.14285714285714285,0.7142857142857143,0,idle_timeout,2026-05-12T19:45:56.473677
91db7f9d-3523-4912-986a-e11a20987fae,18,buyer,7,1,2,0,3,1,295.0,1622.5314285714285,0.14285714285714285,0.42857142857142855,1,purchase_event,2026-05-12T19:45:59.479021
079b5491-31d0-4b48-9f1c-5edbac33c62f,25,interested,8,6,1,1,0,0,282.0,2489.8975,0.75,0.0,0,idle_timeout,2026-05-12T19:46:00.490699
273105c6-927c-48a7-8a9c-b5653b48db64,50,browser,6,3,3,0,0,0,290.0,1780.733333333333,0.5,0.0,0,idle_timeout,2026-05-12T19:46:04.485434
fd8ac1be-44f5-42e3-9714-075e745e68f5,24,interested,6,2,2,2,0,0,266.0,2497.695,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:46:06.500462
5e87cb77-9273-4f92-9eeb-e234bb357a53,72,interested,7,1,3,1,2,0,325.0,2722.997142857142,0.14285714285714285,0.2857142857142857,0,idle_timeout,2026-05-12T19:46:08.512736
91519756-c389-41da-b35f-2b9c6c86b75e,30,buyer,6,2,0,0,3,1,211.0,3129.183333333334,0.3333333333333333,0.5,1,purchase_event,2026-05-12T19:46:09.503991
0855d556-5bf5-4148-a2e5-f2644fd42707,53,browser,4,3,1,0,0,0,171.0,1910.96,0.75,0.0,0,idle_timeout,2026-05-12T19:46:10.507709
8eb27ec9-c6dc-43ce-a74e-a83e8c3a7e41,73,browser,7,2,5,0,0,0,416.0,3073.3728571428574,0.2857142857142857,0.0,0,idle_timeout,2026-05-12T19:46:14.519414
4153bba4-62e9-4832-bfb1-0cb459dc350c,81,interested,8,3,1,4,0,0,439.0,2412.94875,0.375,0.0,0,idle_timeout,2026-05-12T19:46:16.533612
5611d178-f649-4ae4-8168-6c53ce22e902,32,browser,7,3,3,1,0,0,299.0,3275.484285714286,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:46:18.527953
6a0b234f-173b-4d28-af73-c4eba608368c,1,browser,4,1,2,1,0,0,125.0,1965.93,0.25,0.0,0,idle_timeout,2026-05-12T19:46:20.536315
b57bd73d-9639-4b18-8d57-63cfdd10992e,26,interested,8,3,3,1,1,0,309.0,2436.31875,0.375,0.125,0,idle_timeout,2026-05-12T19:46:22.550693
08bb8b98-3032-44e7-ac78-0c0b85be6fb1,9,interested,6,1,4,1,0,0,305.0,2805.646666666667,0.16666666666666666,0.0,0,idle_timeout,2026-05-12T19:46:24.556919
27151f87-b9da-4c12-a6c1-e012d24b0dd2,64,browser,6,1,4,1,0,0,225.0,1692.8433333333335,0.16666666666666666,0.0,0,idle_timeout,2026-05-12T19:46:26.558424
63781105-376c-4821-a81d-3e0bdf61be15,37,browser,7,3,4,0,0,0,260.0,2560.197142857143,0.42857142857142855,0.0,0,idle_timeout,2026-05-12T19:46:28.570747
bd5daef9-abdc-422f-a1a2-075a8219a929,67,interested,6,0,2,3,1,0,216.0,3248.473333333333,0.0,0.16666666666666666,0,idle_timeout,2026-05-12T19:46:30.566929
bc73e3e4-1193-4fe3-8c09-37be2acb4bf2,77,buyer,6,3,0,0,2,1,320.0,3184.9750000000004,0.5,0.3333333333333333,1,purchase_event,2026-05-12T19:46:31.568934
ac7a14a7-c6f7-4f69-b5cf-c14e3e7c0192,9,browser,4,1,2,1,0,0,171.0,1299.5975,0.25,0.0,0,idle_timeout,2026-05-12T19:46:32.572242
ca4b1870-50c0-46dc-b9df-a4b8f502eb07,89,interested,7,2,2,1,2,0,333.0,2655.837142857143,0.2857142857142857,0.2857142857142857,0,idle_timeout,2026-05-12T19:46:36.585194
70b740cd-903c-4256-9428-f14286cbd5c0,19,buyer,7,2,1,0,3,1,352.0,2675.931428571428,0.2857142857142857,0.42857142857142855,1,purchase_event,2026-05-12T19:46:37.587272
7d1befc3-a392-4608-9e2a-2452c11292ed,59,browser,6,2,3,1,0,0,326.0,1948.3266666666666,0.3333333333333333,0.0,0,idle_timeout,2026-05-12T19:46:38.591742
e31f861d-385c-4703-9866-72d9fbcca1ed,66,browser,3,0,3,0,0,0,118.0,2667.5266666666666,0.0,0.0,0,idle_timeout,2026-05-12T19:46:42.606493
